x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
9.062499999999999722e-02,3.874999999999999972e-03,3.114974262271504131e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.187499999999999833e-02,3.874999999999999972e-03,3.117226987907470175e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.312499999999999944e-02,3.874999999999999972e-03,3.119456480980353490e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.437500000000000056e-02,3.874999999999999972e-03,3.121662959405303468e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.562500000000000167e-02,3.874999999999999972e-03,3.123846641247753269e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.687500000000000278e-02,3.874999999999999972e-03,3.126007737055649613e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.812500000000000389e-02,3.874999999999999972e-03,3.128145979146520403e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
9.937500000000000500e-02,3.874999999999999972e-03,3.130230323138961808e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
6.250000000000000130e-04,4.125000000000000194e-03,2.931549758589971475e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.874999999999999931e-03,4.125000000000000194e-03,2.931744027088710709e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
3.125000000000000173e-03,4.125000000000000194e-03,2.932182553660957183e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
4.375000000000000416e-03,4.125000000000000194e-03,2.932942938151038561e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
5.624999999999999792e-03,4.125000000000000194e-03,2.934067067287015789e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
6.875000000000000035e-03,4.125000000000000194e-03,2.935562549502975571e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
8.125000000000000278e-03,4.125000000000000194e-03,2.937411121086415733e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
9.374999999999999653e-03,4.125000000000000194e-03,2.939578482477089096e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.062500000000000076e-02,4.125000000000000194e-03,2.942022687376763770e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.187500000000000014e-02,4.125000000000000194e-03,2.944700158285085081e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.312499999999999951e-02,4.125000000000000194e-03,2.947569438869463738e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.437500000000000062e-02,4.125000000000000194e-03,2.950593187903745047e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.562500000000000000e-02,4.125000000000000194e-03,2.953738969393467073e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.687500000000000111e-02,4.125000000000000194e-03,2.956979300790230809e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.812499999999999875e-02,4.125000000000000194e-03,2.960291294274976508e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
1.937499999999999986e-02,4.125000000000000194e-03,2.963656112112987557e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.062500000000000097e-02,4.125000000000000194e-03,2.967058370395619704e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.187500000000000208e-02,4.125000000000000194e-03,2.970485565701184214e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.312499999999999972e-02,4.125000000000000194e-03,2.973927560866912927e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.437500000000000083e-02,4.125000000000000194e-03,2.977376143042001786e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.562500000000000194e-02,4.125000000000000194e-03,2.980824654352550738e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.687499999999999958e-02,4.125000000000000194e-03,2.984267689062778004e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
2.812500000000000069e-02,4.125000000000000194e-03,2.987700848473074302e+02,5.999999999999999778e-01,7.022471910112358488e-03,1.000000000000000000e+00
