x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
8.625000000000000722e-02,3.750000000000000078e-04,3.329556912441253189e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.874999999999999556e-02,3.750000000000000078e-04,3.329597224356925835e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.124999999999999778e-02,3.750000000000000078e-04,3.329636655185064456e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.375000000000000000e-02,3.750000000000000078e-04,3.329675222907157490e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.625000000000000222e-02,3.750000000000000078e-04,3.329712786750209261e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.875000000000000444e-02,3.750000000000000078e-04,3.329746745537285051e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000026e-03,6.250000000000000130e-04,3.314186401191003029e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.749999999999999861e-03,6.250000000000000130e-04,3.319559770769562874e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000347e-03,6.250000000000000130e-04,3.321719742427206938e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.750000000000000833e-03,6.250000000000000130e-04,3.322877383535684430e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.124999999999999958e-02,6.250000000000000130e-04,3.323637625064798726e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000007e-02,6.250000000000000130e-04,3.324192870511148499e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000056e-02,6.250000000000000130e-04,3.324624725783277199e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.874999999999999931e-02,6.250000000000000130e-04,3.324975073557073415e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000153e-02,6.250000000000000130e-04,3.325268159180005796e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000028e-02,6.250000000000000130e-04,3.325519224453238962e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
